Entidad,B4-A-Siempre-Recuento,B4-A-Siempre-% del N de fila,B4-A-Siempre-% de N columnas,B4-A-Muchas veces-Recuento,B4-A-Muchas veces-% del N de fila,B4-A-Muchas veces-% de N columnas,B4-A-Pocas veces-Recuento,B4-A-Pocas veces-% del N de fila,B4-A-Pocas veces-% de N columnas,B4-A-Nunca-Recuento,B4-A-Nunca-% del N de fila,B4-A-Nunca-% de N columnas,B4-B-Siempre-Recuento,B4-B-Siempre-% del N de fila,B4-B-Siempre-% de N columnas,B4-B-Muchas veces-Recuento,B4-B-Muchas veces-% del N de fila,B4-B-Muchas veces-% de N columnas,B4-B-Pocas veces-Recuento,B4-B-Pocas veces-% del N de fila,B4-B-Pocas veces-% de N columnas,B4-B-Nunca-Recuento,B4-B-Nunca-% del N de fila,B4-B-Nunca-% de N columnas,B4-C-Siempre-Recuento,B4-C-Siempre-% del N de fila,B4-C-Siempre-% de N columnas,B4-C-Muchas veces-Recuento,B4-C-Muchas veces-% del N de fila,B4-C-Muchas veces-% de N columnas,B4-C-Pocas veces-Recuento,B4-C-Pocas veces-% del N de fila,B4-C-Pocas veces-% de N columnas,B4-C-Nunca-Recuento,B4-C-Nunca-% del N de fila,B4-C-Nunca-% de N columnas,B4-D-Siempre-Recuento,B4-D-Siempre-% del N de fila,B4-D-Siempre-% de N columnas,B4-D-Muchas veces-Recuento,B4-D-Muchas veces-% del N de fila,B4-D-Muchas veces-% de N columnas,B4-D-Pocas veces-Recuento,B4-D-Pocas veces-% del N de fila,B4-D-Pocas veces-% de N columnas,B4-D-Nunca-Recuento,B4-D-Nunca-% del N de fila,B4-D-Nunca-% de N columnas,B4-E-Siempre-Recuento,B4-E-Siempre-% del N de fila,B4-E-Siempre-% de N columnas,B4-E-Muchas veces-Recuento,B4-E-Muchas veces-% del N de fila,B4-E-Muchas veces-% de N columnas,B4-E-Pocas veces-Recuento,B4-E-Pocas veces-% del N de fila,B4-E-Pocas veces-% de N columnas,B4-E-Nunca-Recuento,B4-E-Nunca-% del N de fila,B4-E-Nunca-% de N columnas,B4-F-Siempre-Recuento,B4-F-Siempre-% del N de fila,B4-F-Siempre-% de N columnas,B4-F-Muchas veces-Recuento,B4-F-Muchas veces-% del N de fila,B4-F-Muchas veces-% de N columnas,B4-F-Pocas veces-Recuento,B4-F-Pocas veces-% del N de fila,B4-F-Pocas veces-% de N columnas,B4-F-Nunca-Recuento,B4-F-Nunca-% del N de fila,B4-F-Nunca-% de N columnas,B4-G-Siempre-Recuento,B4-G-Siempre-% del N de fila,B4-G-Siempre-% de N columnas,B4-G-Muchas veces-Recuento,B4-G-Muchas veces-% del N de fila,B4-G-Muchas veces-% de N columnas,B4-G-Pocas veces-Recuento,B4-G-Pocas veces-% del N de fila,B4-G-Pocas veces-% de N columnas,B4-G-Nunca-Recuento,B4-G-Nunca-% del N de fila,B4-G-Nunca-% de N columnas,B4-H-Siempre-Recuento,B4-H-Siempre-% del N de fila,B4-H-Siempre-% de N columnas,B4-H-Muchas veces-Recuento,B4-H-Muchas veces-% del N de fila,B4-H-Muchas veces-% de N columnas,B4-H-Pocas veces-Recuento,B4-H-Pocas veces-% del N de fila,B4-H-Pocas veces-% de N columnas,B4-H-Nunca-Recuento,B4-H-Nunca-% del N de fila,B4-H-Nunca-% de N columnas,B4-I-Siempre-Recuento,B4-I-Siempre-% del N de fila,B4-I-Siempre-% de N columnas,B4-I-Muchas veces-Recuento,B4-I-Muchas veces-% del N de fila,B4-I-Muchas veces-% de N columnas,B4-I-Pocas veces-Recuento,B4-I-Pocas veces-% del N de fila,B4-I-Pocas veces-% de N columnas,B4-I-Nunca-Recuento,B4-I-Nunca-% del N de fila,B4-I-Nunca-% de N columnas,B4-J-Siempre-Recuento,B4-J-Siempre-% del N de fila,B4-J-Siempre-% de N columnas,B4-J-Muchas veces-Recuento,B4-J-Muchas veces-% del N de fila,B4-J-Muchas veces-% de N columnas,B4-J-Pocas veces-Recuento,B4-J-Pocas veces-% del N de fila,B4-J-Pocas veces-% de N columnas,B4-J-Nunca-Recuento,B4-J-Nunca-% del N de fila,B4-J-Nunca-% de N columnas,B4-K-Siempre-Recuento,B4-K-Siempre-% del N de fila,B4-K-Siempre-% de N columnas,B4-K-Muchas veces-Recuento,B4-K-Muchas veces-% del N de fila,B4-K-Muchas veces-% de N columnas,B4-K-Pocas veces-Recuento,B4-K-Pocas veces-% del N de fila,B4-K-Pocas veces-% de N columnas,B4-K-Nunca-Recuento,B4-K-Nunca-% del N de fila,B4-K-Nunca-% de N columnas
11 a 20,4958.00,0.44,0.36,4196.00,0.37,0.40,2087.00,0.18,0.41,88.00,0.01,0.37,5969.00,0.53,0.37,4507.00,0.40,0.41,817.00,0.07,0.40,36.00,0.00,0.39,1722.00,0.15,0.40,2366.00,0.21,0.41,5529.00,0.49,0.39,1712.00,0.15,0.34,4171.00,0.37,0.36,4724.00,0.42,0.39,2299.00,0.20,0.41,135.00,0.01,0.36,4055.00,0.36,0.36,5044.00,0.45,0.39,2105.00,0.19,0.41,125.00,0.01,0.38,1249.00,0.11,0.38,2447.00,0.22,0.40,4888.00,0.43,0.39,2745.00,0.24,0.36,3804.00,0.34,0.36,5142.00,0.45,0.40,2159.00,0.19,0.40,224.00,0.02,0.37,3576.00,0.32,0.36,5384.00,0.48,0.39,2234.00,0.20,0.42,134.00,0.01,0.34,4527.00,0.40,0.37,5259.00,0.46,0.39,1461.00,0.13,0.40,81.00,0.01,0.35,4724.00,0.42,0.36,5015.00,0.44,0.40,1486.00,0.13,0.40,103.00,0.01,0.41,4238.00,0.37,0.36,5190.00,0.46,0.39,1758.00,0.16,0.42,142.00,0.01,0.36
21 a 30,4460.00,0.51,0.33,3019.00,0.34,0.28,1284.00,0.15,0.25,51.00,0.01,0.21,5108.00,0.58,0.31,3102.00,0.35,0.28,582.00,0.07,0.29,22.00,0.00,0.24,1033.00,0.12,0.24,1537.00,0.17,0.26,4493.00,0.51,0.32,1750.00,0.20,0.34,3538.00,0.40,0.31,3519.00,0.40,0.29,1640.00,0.19,0.29,117.00,0.01,0.31,3555.00,0.40,0.32,3803.00,0.43,0.30,1369.00,0.16,0.27,85.00,0.01,0.26,848.00,0.10,0.26,1712.00,0.19,0.28,3828.00,0.43,0.31,2425.00,0.28,0.32,3382.00,0.38,0.32,3683.00,0.42,0.28,1569.00,0.18,0.29,178.00,0.02,0.29,3312.00,0.38,0.33,4066.00,0.46,0.30,1345.00,0.15,0.25,89.00,0.01,0.23,3855.00,0.44,0.31,3955.00,0.45,0.30,941.00,0.11,0.26,61.00,0.01,0.26,4155.00,0.47,0.32,3531.00,0.40,0.28,1049.00,0.12,0.28,76.00,0.01,0.30,3758.00,0.43,0.32,3841.00,0.44,0.29,1116.00,0.13,0.27,96.00,0.01,0.24
31 a 40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
41 a 50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mayor o igual a 51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Definitivo o base,12690.00,0.46,0.93,9967.00,0.36,0.94,4819.00,0.17,0.95,228.00,0.01,0.95,15159.00,0.55,0.93,10518.00,0.38,0.95,1936.00,0.07,0.95,90.00,0.00,0.97,4087.00,0.15,0.94,5523.00,0.20,0.95,13375.00,0.48,0.94,4718.00,0.17,0.92,10675.00,0.39,0.93,11340.00,0.41,0.94,5333.00,0.19,0.95,356.00,0.01,0.94,10402.00,0.38,0.93,12098.00,0.44,0.94,4888.00,0.18,0.95,314.00,0.01,0.95,3025.00,0.11,0.93,5765.00,0.21,0.95,11768.00,0.43,0.94,7145.00,0.26,0.93,9773.00,0.35,0.93,12225.00,0.44,0.94,5116.00,0.19,0.96,588.00,0.02,0.96,9317.00,0.34,0.92,12896.00,0.47,0.94,5120.00,0.19,0.95,368.00,0.01,0.94,11466.00,0.41,0.93,12592.00,0.46,0.94,3422.00,0.12,0.95,221.00,0.01,0.94,12027.00,0.43,0.93,11861.00,0.43,0.94,3572.00,0.13,0.95,240.00,0.01,0.95,10861.00,0.39,0.93,12436.00,0.45,0.94,4028.00,0.15,0.96,375.00,0.01,0.95
Interino,506.00,0.50,0.04,376.00,0.37,0.04,136.00,0.13,0.03,5.00,0.01,0.02,628.00,0.61,0.04,342.00,0.33,0.03,52.00,0.05,0.03,1.00,0.00,0.01,157.00,0.15,0.04,175.00,0.17,0.03,472.00,0.46,0.03,219.00,0.21,0.04,455.00,0.45,0.04,403.00,0.39,0.03,153.00,0.15,0.03,12.00,0.01,0.03,452.00,0.44,0.04,414.00,0.41,0.03,150.00,0.15,0.03,7.00,0.01,0.02,137.00,0.13,0.04,188.00,0.18,0.03,388.00,0.38,0.03,310.00,0.30,0.04,451.00,0.44,0.04,434.00,0.42,0.03,128.00,0.13,0.02,10.00,0.01,0.02,434.00,0.42,0.04,434.00,0.42,0.03,144.00,0.14,0.03,11.00,0.01,0.03,488.00,0.48,0.04,427.00,0.42,0.03,100.00,0.10,0.03,8.00,0.01,0.03,532.00,0.52,0.04,383.00,0.37,0.03,103.00,0.10,0.03,5.00,0.01,0.02,491.00,0.48,0.04,419.00,0.41,0.03,101.00,0.10,0.02,12.00,0.01,0.03
Tiempo fijo,254.00,0.56,0.02,141.00,0.31,0.01,56.00,0.12,0.01,3.00,0.01,0.01,291.00,0.64,0.02,140.00,0.31,0.01,22.00,0.05,0.01,1.00,0.00,0.01,67.00,0.15,0.02,58.00,0.13,0.01,223.00,0.49,0.02,106.00,0.23,0.02,227.00,0.50,0.02,168.00,0.37,0.01,55.00,0.12,0.01,4.00,0.01,0.01,213.00,0.47,0.02,187.00,0.41,0.02,48.00,0.11,0.01,6.00,0.01,0.02,67.00,0.15,0.02,73.00,0.16,0.01,169.00,0.37,0.01,145.00,0.32,0.02,215.00,0.47,0.02,183.00,0.40,0.01,51.00,0.11,0.01,5.00,0.01,0.01,200.00,0.44,0.02,200.00,0.44,0.02,50.00,0.11,0.01,4.00,0.01,0.01,232.00,0.51,0.02,173.00,0.38,0.01,48.00,0.11,0.01,1.00,0.00,0.00,236.00,0.52,0.02,181.00,0.40,0.01,33.00,0.07,0.01,4.00,0.01,0.02,235.00,0.52,0.02,172.00,0.38,0.01,43.00,0.10,0.01,4.00,0.01,0.01
No tengo nombramiento,24.00,0.48,0.00,22.00,0.44,0.00,4.00,0.08,0.00,0.00,0.00,0.00,30.00,0.60,0.00,15.00,0.30,0.00,5.00,0.10,0.00,0.00,0.00,0.00,4.00,0.08,0.00,12.00,0.24,0.00,27.00,0.54,0.00,7.00,0.14,0.00,13.00,0.26,0.00,26.00,0.52,0.00,10.00,0.20,0.00,1.00,0.02,0.00,14.00,0.28,0.00,27.00,0.54,0.00,8.00,0.16,0.00,1.00,0.02,0.00,4.00,0.08,0.00,10.00,0.20,0.00,23.00,0.46,0.00,13.00,0.26,0.00,15.00,0.30,0.00,26.00,0.52,0.00,6.00,0.12,0.00,3.00,0.06,0.01,14.00,0.28,0.00,25.00,0.50,0.00,11.00,0.22,0.00,0.00,0.00,0.00,14.00,0.28,0.00,27.00,0.54,0.00,9.00,0.18,0.00,0.00,0.00,0.00,18.00,0.36,0.00,28.00,0.56,0.00,3.00,0.06,0.00,1.00,0.02,0.00,18.00,0.36,0.00,26.00,0.52,0.00,5.00,0.10,0.00,1.00,0.02,0.00
Otro,143.00,0.48,0.01,112.00,0.37,0.01,42.00,0.14,0.01,3.00,0.01,0.01,166.00,0.55,0.01,115.00,0.38,0.01,18.00,0.06,0.01,1.00,0.00,0.01,46.00,0.15,0.01,54.00,0.18,0.01,139.00,0.46,0.01,61.00,0.20,0.01,126.00,0.42,0.01,122.00,0.41,0.01,48.00,0.16,0.01,4.00,0.01,0.01,122.00,0.41,0.01,119.00,0.40,0.01,56.00,0.19,0.01,3.00,0.01,0.01,32.00,0.11,0.01,61.00,0.20,0.01,113.00,0.38,0.01,94.00,0.31,0.01,108.00,0.36,0.01,135.00,0.45,0.01,50.00,0.17,0.01,7.00,0.02,0.01,118.00,0.39,0.01,123.00,0.41,0.01,52.00,0.17,0.01,7.00,0.02,0.02,129.00,0.43,0.01,125.00,0.42,0.01,42.00,0.14,0.01,4.00,0.01,0.02,149.00,0.50,0.01,115.00,0.38,0.01,32.00,0.11,0.01,4.00,0.01,0.02,139.00,0.46,0.01,122.00,0.41,0.01,36.00,0.12,0.01,3.00,0.01,0.01
GENERAL PÚBLICA,6212.00,0.44,0.46,5355.00,0.38,0.50,2598.00,0.18,0.51,113.00,0.01,0.47,7589.00,0.53,0.47,5603.00,0.39,0.50,1041.00,0.07,0.51,45.00,0.00,0.48,2196.00,0.15,0.50,2975.00,0.21,0.51,7032.00,0.49,0.49,2075.00,0.15,0.41,5271.00,0.37,0.46,5986.00,0.42,0.50,2829.00,0.20,0.51,192.00,0.01,0.51,5091.00,0.36,0.45,6374.00,0.45,0.50,2639.00,0.19,0.51,173.00,0.01,0.52,1588.00,0.11,0.49,3058.00,0.21,0.50,6131.00,0.43,0.49,3500.00,0.25,0.45,4813.00,0.34,0.46,6446.00,0.45,0.50,2722.00,0.19,0.51,296.00,0.02,0.48,4574.00,0.32,0.45,6756.00,0.47,0.49,2755.00,0.19,0.51,192.00,0.01,0.49,5758.00,0.40,0.47,6572.00,0.46,0.49,1832.00,0.13,0.51,115.00,0.01,0.49,5996.00,0.42,0.46,6260.00,0.44,0.50,1901.00,0.13,0.51,119.00,0.01,0.47,5443.00,0.38,0.46,6485.00,0.45,0.49,2145.00,0.15,0.51,203.00,0.01,0.51
TÉCNICA,5608.00,0.45,0.41,4464.00,0.36,0.42,2177.00,0.18,0.43,109.00,0.01,0.46,6807.00,0.55,0.42,4664.00,0.38,0.42,847.00,0.07,0.42,39.00,0.00,0.42,1853.00,0.15,0.43,2450.00,0.20,0.42,6070.00,0.49,0.43,1984.00,0.16,0.39,4778.00,0.39,0.42,5022.00,0.41,0.42,2401.00,0.19,0.43,157.00,0.01,0.42,4672.00,0.38,0.42,5342.00,0.43,0.42,2204.00,0.18,0.43,139.00,0.01,0.42,1353.00,0.11,0.41,2596.00,0.21,0.43,5322.00,0.43,0.43,3087.00,0.25,0.40,4330.00,0.35,0.41,5521.00,0.45,0.43,2245.00,0.18,0.42,262.00,0.02,0.43,4183.00,0.34,0.42,5758.00,0.47,0.42,2249.00,0.18,0.42,167.00,0.01,0.43,5126.00,0.42,0.42,5593.00,0.45,0.42,1536.00,0.12,0.42,102.00,0.01,0.44,5355.00,0.43,0.41,5281.00,0.43,0.42,1610.00,0.13,0.43,111.00,0.01,0.44,4780.00,0.39,0.41,5629.00,0.46,0.43,1790.00,0.15,0.43,158.00,0.01,0.40
TELESECUNDARIA,1797.00,0.62,0.13,801.00,0.28,0.08,282.00,0.10,0.06,17.00,0.01,0.07,1880.00,0.65,0.12,863.00,0.30,0.08,145.00,0.05,0.07,9.00,0.00,0.10,312.00,0.11,0.07,397.00,0.14,0.07,1136.00,0.39,0.08,1052.00,0.36,0.21,1448.00,0.50,0.13,1052.00,0.36,0.09,369.00,0.13,0.07,28.00,0.01,0.07,1440.00,0.50,0.13,1131.00,0.39,0.09,307.00,0.11,0.06,19.00,0.01,0.06,324.00,0.11,0.10,443.00,0.15,0.07,1009.00,0.35,0.08,1121.00,0.39,0.15,1420.00,0.49,0.13,1037.00,0.36,0.08,384.00,0.13,0.07,55.00,0.02,0.09,1327.00,0.46,0.13,1165.00,0.40,0.09,373.00,0.13,0.07,31.00,0.01,0.08,1446.00,0.50,0.12,1180.00,0.41,0.09,253.00,0.09,0.07,17.00,0.01,0.07,1611.00,0.56,0.12,1029.00,0.36,0.08,232.00,0.08,0.06,24.00,0.01,0.09,1522.00,0.53,0.13,1062.00,0.37,0.08,278.00,0.10,0.07,34.00,0.01,0.09
Total,13617.00,0.46,1.00,10620.00,0.36,1.00,5057.00,0.17,1.00,239.00,0.01,1.00,16276.00,0.55,1.00,11130.00,0.38,1.00,2033.00,0.07,1.00,93.00,0.00,1.00,4361.00,0.15,1.00,5822.00,0.20,1.00,14238.00,0.48,1.00,5111.00,0.17,1.00,11497.00,0.39,1.00,12060.00,0.41,1.00,5599.00,0.19,1.00,377.00,0.01,1.00,11203.00,0.38,1.00,12847.00,0.44,1.00,5150.00,0.17,1.00,331.00,0.01,1.00,3265.00,0.11,1.00,6097.00,0.21,1.00,12462.00,0.42,1.00,7708.00,0.26,1.00,10563.00,0.36,1.00,13004.00,0.44,1.00,5351.00,0.18,1.00,613.00,0.02,1.00,10084.00,0.34,1.00,13679.00,0.46,1.00,5377.00,0.18,1.00,390.00,0.01,1.00,12330.00,0.42,1.00,13345.00,0.45,1.00,3621.00,0.12,1.00,234.00,0.01,1.00,12962.00,0.44,1.00,12570.00,0.43,1.00,3743.00,0.13,1.00,254.00,0.01,1.00,11745.00,0.40,1.00,13176.00,0.45,1.00,4213.00,0.14,1.00,395.00,0.01,1.00
