Entidad,B4-A-Muy difícil-Recuento,B4-A-Muy difícil-% del N de fila,B4-A-Muy difícil-% de N columnas,B4-A-Difícil-Recuento,B4-A-Difícil-% del N de fila,B4-A-Difícil-% de N columnas,B4-A-Poco difícil-Recuento,B4-A-Poco difícil-% del N de fila,B4-A-Poco difícil-% de N columnas,B4-A-Nada difícil-Recuento,B4-A-Nada difícil-% del N de fila,B4-A-Nada difícil-% de N columnas,B4-B-Muy difícil-Recuento,B4-B-Muy difícil-% del N de fila,B4-B-Muy difícil-% de N columnas,B4-B-Difícil-Recuento,B4-B-Difícil-% del N de fila,B4-B-Difícil-% de N columnas,B4-B-Poco difícil-Recuento,B4-B-Poco difícil-% del N de fila,B4-B-Poco difícil-% de N columnas,B4-B-Nada difícil-Recuento,B4-B-Nada difícil-% del N de fila,B4-B-Nada difícil-% de N columnas,B4-C-Muy difícil-Recuento,B4-C-Muy difícil-% del N de fila,B4-C-Muy difícil-% de N columnas,B4-C-Difícil-Recuento,B4-C-Difícil-% del N de fila,B4-C-Difícil-% de N columnas,B4-C-Poco difícil-Recuento,B4-C-Poco difícil-% del N de fila,B4-C-Poco difícil-% de N columnas,B4-C-Nada difícil-Recuento,B4-C-Nada difícil-% del N de fila,B4-C-Nada difícil-% de N columnas,B4-D-Muy difícil-Recuento,B4-D-Muy difícil-% del N de fila,B4-D-Muy difícil-% de N columnas,B4-D-Difícil-Recuento,B4-D-Difícil-% del N de fila,B4-D-Difícil-% de N columnas,B4-D-Poco difícil-Recuento,B4-D-Poco difícil-% del N de fila,B4-D-Poco difícil-% de N columnas,B4-D-Nada difícil-Recuento,B4-D-Nada difícil-% del N de fila,B4-D-Nada difícil-% de N columnas,B4-E-Muy difícil-Recuento,B4-E-Muy difícil-% del N de fila,B4-E-Muy difícil-% de N columnas,B4-E-Difícil-Recuento,B4-E-Difícil-% del N de fila,B4-E-Difícil-% de N columnas,B4-E-Poco difícil-Recuento,B4-E-Poco difícil-% del N de fila,B4-E-Poco difícil-% de N columnas,B4-E-Nada difícil-Recuento,B4-E-Nada difícil-% del N de fila,B4-E-Nada difícil-% de N columnas,B4-F-Muy difícil-Recuento,B4-F-Muy difícil-% del N de fila,B4-F-Muy difícil-% de N columnas,B4-F-Difícil-Recuento,B4-F-Difícil-% del N de fila,B4-F-Difícil-% de N columnas,B4-F-Poco difícil-Recuento,B4-F-Poco difícil-% del N de fila,B4-F-Poco difícil-% de N columnas,B4-F-Nada difícil-Recuento,B4-F-Nada difícil-% del N de fila,B4-F-Nada difícil-% de N columnas,B4-G-Muy difícil-Recuento,B4-G-Muy difícil-% del N de fila,B4-G-Muy difícil-% de N columnas,B4-G-Difícil-Recuento,B4-G-Difícil-% del N de fila,B4-G-Difícil-% de N columnas,B4-G-Poco difícil-Recuento,B4-G-Poco difícil-% del N de fila,B4-G-Poco difícil-% de N columnas,B4-G-Nada difícil-Recuento,B4-G-Nada difícil-% del N de fila,B4-G-Nada difícil-% de N columnas,B4-H-Muy difícil-Recuento,B4-H-Muy difícil-% del N de fila,B4-H-Muy difícil-% de N columnas,B4-H-Difícil-Recuento,B4-H-Difícil-% del N de fila,B4-H-Difícil-% de N columnas,B4-H-Poco difícil-Recuento,B4-H-Poco difícil-% del N de fila,B4-H-Poco difícil-% de N columnas,B4-H-Nada difícil-Recuento,B4-H-Nada difícil-% del N de fila,B4-H-Nada difícil-% de N columnas,B4-I-Muy difícil-Recuento,B4-I-Muy difícil-% del N de fila,B4-I-Muy difícil-% de N columnas,B4-I-Difícil-Recuento,B4-I-Difícil-% del N de fila,B4-I-Difícil-% de N columnas,B4-I-Poco difícil-Recuento,B4-I-Poco difícil-% del N de fila,B4-I-Poco difícil-% de N columnas,B4-I-Nada difícil-Recuento,B4-I-Nada difícil-% del N de fila,B4-I-Nada difícil-% de N columnas,B4-J-Muy difícil-Recuento,B4-J-Muy difícil-% del N de fila,B4-J-Muy difícil-% de N columnas,B4-J-Difícil-Recuento,B4-J-Difícil-% del N de fila,B4-J-Difícil-% de N columnas,B4-J-Poco difícil-Recuento,B4-J-Poco difícil-% del N de fila,B4-J-Poco difícil-% de N columnas,B4-J-Nada difícil-Recuento,B4-J-Nada difícil-% del N de fila,B4-J-Nada difícil-% de N columnas,B4-K-Muy difícil-Recuento,B4-K-Muy difícil-% del N de fila,B4-K-Muy difícil-% de N columnas,B4-K-Difícil-Recuento,B4-K-Difícil-% del N de fila,B4-K-Difícil-% de N columnas,B4-K-Poco difícil-Recuento,B4-K-Poco difícil-% del N de fila,B4-K-Poco difícil-% de N columnas,B4-K-Nada difícil-Recuento,B4-K-Nada difícil-% del N de fila,B4-K-Nada difícil-% de N columnas
11 a 20,258.000,0.067,0.322,1542.000,0.399,0.340,1805.000,0.467,0.340,259.000,0.067,0.323,262.000,0.068,0.324,1318.000,0.341,0.359,1835.000,0.475,0.330,449.000,0.116,0.319,812.000,0.210,0.333,1733.000,0.448,0.350,1135.000,0.294,0.323,184.000,0.048,0.345,134.000,0.035,0.302,937.000,0.242,0.343,2207.000,0.571,0.340,586.000,0.152,0.331,696.000,0.180,0.340,1567.000,0.406,0.343,1416.000,0.366,0.336,185.000,0.048,0.301,189.000,0.049,0.317,1074.000,0.278,0.357,2086.000,0.540,0.336,515.000,0.133,0.318,168.000,0.043,0.299,1422.000,0.368,0.345,2045.000,0.529,0.341,229.000,0.059,0.300,454.000,0.117,0.348,1516.000,0.392,0.353,1582.000,0.409,0.327,312.000,0.081,0.311,213.000,0.055,0.321,1256.000,0.325,0.356,1966.000,0.509,0.333,429.000,0.111,0.320,162.000,0.042,0.309,1051.000,0.272,0.345,2205.000,0.571,0.341,446.000,0.115,0.317,187.000,0.048,0.316,1184.000,0.306,0.350,2089.000,0.541,0.336,404.000,0.105,0.323
21 a 30,247.000,0.074,0.308,1319.000,0.394,0.291,1539.000,0.460,0.290,244.000,0.073,0.305,206.000,0.062,0.255,1031.000,0.308,0.281,1677.000,0.501,0.302,435.000,0.130,0.309,638.000,0.191,0.262,1352.000,0.404,0.273,1172.000,0.350,0.333,187.000,0.056,0.350,133.000,0.040,0.300,781.000,0.233,0.286,1892.000,0.565,0.291,543.000,0.162,0.307,554.000,0.165,0.271,1306.000,0.390,0.286,1302.000,0.389,0.309,187.000,0.056,0.304,157.000,0.047,0.263,854.000,0.255,0.284,1846.000,0.551,0.297,492.000,0.147,0.303,151.000,0.045,0.269,1192.000,0.356,0.290,1785.000,0.533,0.297,221.000,0.066,0.289,325.000,0.097,0.249,1154.000,0.345,0.268,1509.000,0.451,0.312,361.000,0.108,0.360,208.000,0.062,0.314,977.000,0.292,0.277,1749.000,0.522,0.296,415.000,0.124,0.310,142.000,0.042,0.270,873.000,0.261,0.286,1928.000,0.576,0.298,406.000,0.121,0.289,147.000,0.044,0.249,930.000,0.278,0.275,1883.000,0.562,0.303,389.000,0.116,0.311
31 a 40,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
41 a 50,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Mayor o igual a 51,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Definitivo o base,748.000,0.070,0.933,4289.000,0.401,0.947,4921.000,0.460,0.926,732.000,0.068,0.914,749.000,0.070,0.927,3463.000,0.324,0.944,5181.000,0.485,0.932,1297.000,0.121,0.921,2278.000,0.213,0.934,4633.000,0.433,0.935,3281.000,0.307,0.933,498.000,0.047,0.933,410.000,0.038,0.923,2579.000,0.241,0.943,6052.000,0.566,0.932,1649.000,0.154,0.932,1941.000,0.182,0.949,4298.000,0.402,0.940,3893.000,0.364,0.924,558.000,0.052,0.907,551.000,0.052,0.924,2853.000,0.267,0.948,5810.000,0.543,0.935,1476.000,0.138,0.910,520.000,0.049,0.925,3874.000,0.362,0.941,5604.000,0.524,0.934,692.000,0.065,0.906,1224.000,0.114,0.938,4060.000,0.380,0.944,4490.000,0.420,0.928,916.000,0.086,0.914,625.000,0.058,0.943,3335.000,0.312,0.944,5503.000,0.515,0.931,1227.000,0.115,0.916,485.000,0.045,0.924,2876.000,0.269,0.944,6036.000,0.565,0.934,1293.000,0.121,0.919,552.000,0.052,0.934,3188.000,0.298,0.942,5804.000,0.543,0.934,1146.000,0.107,0.915
Interino,28.000,0.075,0.035,125.000,0.333,0.028,184.000,0.491,0.035,38.000,0.101,0.047,34.000,0.091,0.042,105.000,0.280,0.029,182.000,0.485,0.033,54.000,0.144,0.038,79.000,0.211,0.032,159.000,0.424,0.032,115.000,0.307,0.033,22.000,0.059,0.041,17.000,0.045,0.038,78.000,0.208,0.029,225.000,0.600,0.035,55.000,0.147,0.031,54.000,0.144,0.026,136.000,0.363,0.030,152.000,0.405,0.036,33.000,0.088,0.054,28.000,0.075,0.047,78.000,0.209,0.026,187.000,0.500,0.030,81.000,0.217,0.050,23.000,0.061,0.041,120.000,0.320,0.029,194.000,0.517,0.032,38.000,0.101,0.050,47.000,0.125,0.036,108.000,0.288,0.025,172.000,0.459,0.036,48.000,0.128,0.048,19.000,0.051,0.029,89.000,0.237,0.025,204.000,0.544,0.035,63.000,0.168,0.047,19.000,0.051,0.036,96.000,0.256,0.031,205.000,0.547,0.032,55.000,0.147,0.039,23.000,0.061,0.039,102.000,0.272,0.030,199.000,0.531,0.032,51.000,0.136,0.041
Tiempo fijo,19.000,0.073,0.024,74.000,0.285,0.016,146.000,0.562,0.027,21.000,0.081,0.026,17.000,0.065,0.021,68.000,0.262,0.019,136.000,0.523,0.024,39.000,0.150,0.028,50.000,0.192,0.021,113.000,0.435,0.023,88.000,0.338,0.025,9.000,0.035,0.017,13.000,0.050,0.029,51.000,0.196,0.019,150.000,0.577,0.023,46.000,0.177,0.026,32.000,0.123,0.016,92.000,0.354,0.020,121.000,0.465,0.029,15.000,0.058,0.024,12.000,0.046,0.020,52.000,0.200,0.017,148.000,0.569,0.024,48.000,0.185,0.030,11.000,0.042,0.020,82.000,0.315,0.020,142.000,0.546,0.024,25.000,0.096,0.033,21.000,0.081,0.016,87.000,0.335,0.020,130.000,0.500,0.027,22.000,0.085,0.022,12.000,0.046,0.018,71.000,0.273,0.020,140.000,0.538,0.024,37.000,0.142,0.028,12.000,0.046,0.023,55.000,0.212,0.018,146.000,0.562,0.023,47.000,0.181,0.033,9.000,0.035,0.015,70.000,0.269,0.021,142.000,0.546,0.023,39.000,0.150,0.031
No tengo nombramiento,2.000,0.167,0.002,3.000,0.250,0.001,6.000,0.500,0.001,1.000,0.083,0.001,2.000,0.167,0.002,5.000,0.417,0.001,3.000,0.250,0.001,2.000,0.167,0.001,6.000,0.500,0.002,3.000,0.250,0.001,3.000,0.250,0.001,0.000,0.000,0.000,1.000,0.083,0.002,3.000,0.250,0.001,7.000,0.583,0.001,1.000,0.083,0.001,4.000,0.333,0.002,4.000,0.333,0.001,3.000,0.250,0.001,1.000,0.083,0.002,1.000,0.083,0.002,3.000,0.250,0.001,7.000,0.583,0.001,1.000,0.083,0.001,2.000,0.167,0.004,2.000,0.167,0.000,7.000,0.583,0.001,1.000,0.083,0.001,2.000,0.167,0.002,6.000,0.500,0.001,3.000,0.250,0.001,1.000,0.083,0.001,2.000,0.167,0.003,4.000,0.333,0.001,4.000,0.333,0.001,2.000,0.167,0.001,2.000,0.167,0.004,2.000,0.167,0.001,7.000,0.583,0.001,1.000,0.083,0.001,2.000,0.167,0.003,3.000,0.250,0.001,5.000,0.417,0.001,2.000,0.167,0.002
Otro,5.000,0.046,0.006,39.000,0.361,0.009,55.000,0.509,0.010,9.000,0.083,0.011,6.000,0.056,0.007,29.000,0.269,0.008,56.000,0.519,0.010,17.000,0.157,0.012,26.000,0.241,0.011,47.000,0.435,0.009,30.000,0.278,0.009,5.000,0.046,0.009,3.000,0.028,0.007,24.000,0.222,0.009,62.000,0.574,0.010,19.000,0.176,0.011,14.000,0.130,0.007,40.000,0.370,0.009,46.000,0.426,0.011,8.000,0.074,0.013,4.000,0.037,0.007,24.000,0.222,0.008,64.000,0.593,0.010,16.000,0.148,0.010,6.000,0.056,0.011,39.000,0.361,0.009,55.000,0.509,0.009,8.000,0.074,0.010,11.000,0.102,0.008,38.000,0.352,0.009,44.000,0.407,0.009,15.000,0.139,0.015,5.000,0.046,0.008,34.000,0.315,0.010,58.000,0.537,0.010,11.000,0.102,0.008,7.000,0.065,0.013,19.000,0.176,0.006,71.000,0.657,0.011,11.000,0.102,0.008,5.000,0.046,0.008,23.000,0.213,0.007,66.000,0.611,0.011,14.000,0.130,0.011
GENERAL PÚBLICA,725.000,0.072,0.904,4064.000,0.401,0.897,4613.000,0.455,0.868,737.000,0.073,0.920,734.000,0.072,0.908,3309.000,0.326,0.902,4859.000,0.479,0.874,1237.000,0.122,0.878,2251.000,0.222,0.923,4418.000,0.436,0.892,3015.000,0.297,0.857,455.000,0.045,0.852,398.000,0.039,0.896,2441.000,0.241,0.893,5735.000,0.566,0.883,1565.000,0.154,0.884,1861.000,0.184,0.910,4093.000,0.404,0.896,3653.000,0.360,0.867,532.000,0.052,0.865,535.000,0.053,0.898,2718.000,0.268,0.903,5458.000,0.538,0.878,1427.000,0.141,0.880,507.000,0.050,0.902,3683.000,0.363,0.895,5267.000,0.519,0.878,682.000,0.067,0.893,1219.000,0.120,0.934,3954.000,0.390,0.920,4165.000,0.411,0.861,801.000,0.079,0.799,597.000,0.059,0.900,3208.000,0.316,0.908,5160.000,0.509,0.873,1174.000,0.116,0.876,466.000,0.046,0.888,2713.000,0.268,0.890,5711.000,0.563,0.883,1249.000,0.123,0.888,531.000,0.052,0.898,3051.000,0.301,0.901,5448.000,0.537,0.876,1109.000,0.109,0.886
INDÍGENAS,77.000,0.059,0.096,466.000,0.357,0.103,699.000,0.535,0.132,64.000,0.049,0.080,74.000,0.057,0.092,361.000,0.276,0.098,699.000,0.535,0.126,172.000,0.132,0.122,188.000,0.144,0.077,537.000,0.411,0.108,502.000,0.384,0.143,79.000,0.060,0.148,46.000,0.035,0.104,294.000,0.225,0.107,761.000,0.583,0.117,205.000,0.157,0.116,184.000,0.141,0.090,477.000,0.365,0.104,562.000,0.430,0.133,83.000,0.064,0.135,61.000,0.047,0.102,292.000,0.224,0.097,758.000,0.580,0.122,195.000,0.149,0.120,55.000,0.042,0.098,434.000,0.332,0.105,735.000,0.563,0.122,82.000,0.063,0.107,86.000,0.066,0.066,345.000,0.264,0.080,674.000,0.516,0.139,201.000,0.154,0.201,66.000,0.051,0.100,325.000,0.249,0.092,749.000,0.574,0.127,166.000,0.127,0.124,59.000,0.045,0.112,335.000,0.257,0.110,754.000,0.577,0.117,158.000,0.121,0.112,60.000,0.046,0.102,335.000,0.257,0.099,768.000,0.588,0.124,143.000,0.109,0.114
Total,802.000,0.070,1.000,4530.000,0.396,1.000,5312.000,0.464,1.000,801.000,0.070,1.000,808.000,0.071,1.000,3670.000,0.321,1.000,5558.000,0.486,1.000,1409.000,0.123,1.000,2439.000,0.213,1.000,4955.000,0.433,1.000,3517.000,0.307,1.000,534.000,0.047,1.000,444.000,0.039,1.000,2735.000,0.239,1.000,6496.000,0.568,1.000,1770.000,0.155,1.000,2045.000,0.179,1.000,4570.000,0.399,1.000,4215.000,0.368,1.000,615.000,0.054,1.000,596.000,0.052,1.000,3010.000,0.263,1.000,6216.000,0.543,1.000,1622.000,0.142,1.000,562.000,0.049,1.000,4117.000,0.360,1.000,6002.000,0.524,1.000,764.000,0.067,1.000,1305.000,0.114,1.000,4299.000,0.376,1.000,4839.000,0.423,1.000,1002.000,0.088,1.000,663.000,0.058,1.000,3533.000,0.309,1.000,5909.000,0.516,1.000,1340.000,0.117,1.000,525.000,0.046,1.000,3048.000,0.266,1.000,6465.000,0.565,1.000,1407.000,0.123,1.000,591.000,0.052,1.000,3386.000,0.296,1.000,6216.000,0.543,1.000,1252.000,0.109,1.000
