Entidad,B4-A-Siempre-Recuento,B4-A-Siempre-% del N de fila,B4-A-Siempre-% de N columnas,B4-A-Muchas veces-Recuento,B4-A-Muchas veces-% del N de fila,B4-A-Muchas veces-% de N columnas,B4-A-Pocas veces-Recuento,B4-A-Pocas veces-% del N de fila,B4-A-Pocas veces-% de N columnas,B4-A-Nunca-Recuento,B4-A-Nunca-% del N de fila,B4-A-Nunca-% de N columnas,B4-B-Siempre-Recuento,B4-B-Siempre-% del N de fila,B4-B-Siempre-% de N columnas,B4-B-Muchas veces-Recuento,B4-B-Muchas veces-% del N de fila,B4-B-Muchas veces-% de N columnas,B4-B-Pocas veces-Recuento,B4-B-Pocas veces-% del N de fila,B4-B-Pocas veces-% de N columnas,B4-B-Nunca-Recuento,B4-B-Nunca-% del N de fila,B4-B-Nunca-% de N columnas,B4-C-Siempre-Recuento,B4-C-Siempre-% del N de fila,B4-C-Siempre-% de N columnas,B4-C-Muchas veces-Recuento,B4-C-Muchas veces-% del N de fila,B4-C-Muchas veces-% de N columnas,B4-C-Pocas veces-Recuento,B4-C-Pocas veces-% del N de fila,B4-C-Pocas veces-% de N columnas,B4-C-Nunca-Recuento,B4-C-Nunca-% del N de fila,B4-C-Nunca-% de N columnas,B4-D-Siempre-Recuento,B4-D-Siempre-% del N de fila,B4-D-Siempre-% de N columnas,B4-D-Muchas veces-Recuento,B4-D-Muchas veces-% del N de fila,B4-D-Muchas veces-% de N columnas,B4-D-Pocas veces-Recuento,B4-D-Pocas veces-% del N de fila,B4-D-Pocas veces-% de N columnas,B4-D-Nunca-Recuento,B4-D-Nunca-% del N de fila,B4-D-Nunca-% de N columnas,B4-E-Siempre-Recuento,B4-E-Siempre-% del N de fila,B4-E-Siempre-% de N columnas,B4-E-Muchas veces-Recuento,B4-E-Muchas veces-% del N de fila,B4-E-Muchas veces-% de N columnas,B4-E-Pocas veces-Recuento,B4-E-Pocas veces-% del N de fila,B4-E-Pocas veces-% de N columnas,B4-E-Nunca-Recuento,B4-E-Nunca-% del N de fila,B4-E-Nunca-% de N columnas,B4-F-Siempre-Recuento,B4-F-Siempre-% del N de fila,B4-F-Siempre-% de N columnas,B4-F-Muchas veces-Recuento,B4-F-Muchas veces-% del N de fila,B4-F-Muchas veces-% de N columnas,B4-F-Pocas veces-Recuento,B4-F-Pocas veces-% del N de fila,B4-F-Pocas veces-% de N columnas,B4-F-Nunca-Recuento,B4-F-Nunca-% del N de fila,B4-F-Nunca-% de N columnas,B4-G-Siempre-Recuento,B4-G-Siempre-% del N de fila,B4-G-Siempre-% de N columnas,B4-G-Muchas veces-Recuento,B4-G-Muchas veces-% del N de fila,B4-G-Muchas veces-% de N columnas,B4-G-Pocas veces-Recuento,B4-G-Pocas veces-% del N de fila,B4-G-Pocas veces-% de N columnas,B4-G-Nunca-Recuento,B4-G-Nunca-% del N de fila,B4-G-Nunca-% de N columnas,B4-H-Siempre-Recuento,B4-H-Siempre-% del N de fila,B4-H-Siempre-% de N columnas,B4-H-Muchas veces-Recuento,B4-H-Muchas veces-% del N de fila,B4-H-Muchas veces-% de N columnas,B4-H-Pocas veces-Recuento,B4-H-Pocas veces-% del N de fila,B4-H-Pocas veces-% de N columnas,B4-H-Nunca-Recuento,B4-H-Nunca-% del N de fila,B4-H-Nunca-% de N columnas,B4-I-Siempre-Recuento,B4-I-Siempre-% del N de fila,B4-I-Siempre-% de N columnas,B4-I-Muchas veces-Recuento,B4-I-Muchas veces-% del N de fila,B4-I-Muchas veces-% de N columnas,B4-I-Pocas veces-Recuento,B4-I-Pocas veces-% del N de fila,B4-I-Pocas veces-% de N columnas,B4-I-Nunca-Recuento,B4-I-Nunca-% del N de fila,B4-I-Nunca-% de N columnas,B4-J-Siempre-Recuento,B4-J-Siempre-% del N de fila,B4-J-Siempre-% de N columnas,B4-J-Muchas veces-Recuento,B4-J-Muchas veces-% del N de fila,B4-J-Muchas veces-% de N columnas,B4-J-Pocas veces-Recuento,B4-J-Pocas veces-% del N de fila,B4-J-Pocas veces-% de N columnas,B4-J-Nunca-Recuento,B4-J-Nunca-% del N de fila,B4-J-Nunca-% de N columnas,B4-K-Siempre-Recuento,B4-K-Siempre-% del N de fila,B4-K-Siempre-% de N columnas,B4-K-Muchas veces-Recuento,B4-K-Muchas veces-% del N de fila,B4-K-Muchas veces-% de N columnas,B4-K-Pocas veces-Recuento,B4-K-Pocas veces-% del N de fila,B4-K-Pocas veces-% de N columnas,B4-K-Nunca-Recuento,B4-K-Nunca-% del N de fila,B4-K-Nunca-% de N columnas
21 a 30,1985.00,0.59,0.31,984.00,0.29,0.27,365.00,0.11,0.26,15.00,0.00,0.22,2080.00,0.62,0.30,1052.00,0.31,0.28,207.00,0.06,0.27,10.00,0.00,0.28,344.00,0.10,0.23,424.00,0.13,0.25,1472.00,0.44,0.31,1109.00,0.33,0.32,1607.00,0.48,0.30,1199.00,0.36,0.29,513.00,0.15,0.30,30.00,0.01,0.28,1667.00,0.50,0.31,1285.00,0.38,0.28,373.00,0.11,0.27,24.00,0.01,0.23,300.00,0.09,0.24,460.00,0.14,0.26,1312.00,0.39,0.30,1277.00,0.38,0.32,1585.00,0.47,0.31,1209.00,0.36,0.28,496.00,0.15,0.29,59.00,0.02,0.27,1562.00,0.47,0.32,1326.00,0.40,0.28,433.00,0.13,0.26,28.00,0.01,0.19,1728.00,0.52,0.31,1319.00,0.39,0.28,285.00,0.09,0.26,17.00,0.01,0.24,1775.00,0.53,0.30,1215.00,0.36,0.28,332.00,0.10,0.29,27.00,0.01,0.33,1710.00,0.51,0.31,1261.00,0.38,0.29,348.00,0.10,0.27,30.00,0.01,0.24
31 a 40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
41 a 50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mayor o igual a 51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Definitivo o base,5901.00,0.55,0.93,3402.00,0.32,0.94,1331.00,0.12,0.95,59.00,0.01,0.88,6371.00,0.60,0.93,3557.00,0.33,0.95,733.00,0.07,0.94,32.00,0.00,0.89,1412.00,0.13,0.92,1577.00,0.15,0.94,4540.00,0.43,0.94,3164.00,0.30,0.92,5015.00,0.47,0.93,3940.00,0.37,0.94,1638.00,0.15,0.95,100.00,0.01,0.92,5017.00,0.47,0.93,4256.00,0.40,0.94,1324.00,0.12,0.94,96.00,0.01,0.92,1131.00,0.11,0.90,1697.00,0.16,0.94,4114.00,0.39,0.94,3751.00,0.35,0.93,4726.00,0.44,0.92,4142.00,0.39,0.94,1617.00,0.15,0.95,208.00,0.02,0.95,4456.00,0.42,0.92,4544.00,0.43,0.95,1560.00,0.15,0.94,133.00,0.01,0.92,5134.00,0.48,0.93,4438.00,0.42,0.94,1054.00,0.10,0.95,67.00,0.01,0.94,5410.00,0.51,0.93,4120.00,0.39,0.94,1085.00,0.10,0.95,78.00,0.01,0.94,5161.00,0.48,0.92,4175.00,0.39,0.94,1242.00,0.12,0.95,115.00,0.01,0.94
Interino,226.00,0.60,0.04,106.00,0.28,0.03,36.00,0.10,0.03,6.00,0.02,0.09,247.00,0.66,0.04,100.00,0.27,0.03,24.00,0.06,0.03,3.00,0.01,0.08,69.00,0.18,0.05,44.00,0.12,0.03,127.00,0.34,0.03,134.00,0.36,0.04,201.00,0.54,0.04,122.00,0.33,0.03,46.00,0.12,0.03,5.00,0.01,0.05,201.00,0.54,0.04,124.00,0.33,0.03,45.00,0.12,0.03,4.00,0.01,0.04,70.00,0.19,0.06,55.00,0.15,0.03,122.00,0.33,0.03,127.00,0.34,0.03,202.00,0.54,0.04,120.00,0.32,0.03,47.00,0.13,0.03,5.00,0.01,0.02,189.00,0.51,0.04,128.00,0.34,0.03,50.00,0.13,0.03,7.00,0.02,0.05,203.00,0.54,0.04,140.00,0.37,0.03,27.00,0.07,0.02,4.00,0.01,0.06,210.00,0.56,0.04,132.00,0.35,0.03,29.00,0.08,0.03,3.00,0.01,0.04,224.00,0.60,0.04,111.00,0.30,0.03,35.00,0.09,0.03,4.00,0.01,0.03
Tiempo fijo,168.00,0.64,0.03,72.00,0.28,0.02,20.00,0.08,0.01,1.00,0.00,0.02,175.00,0.67,0.03,73.00,0.28,0.02,13.00,0.05,0.02,0.00,0.00,0.00,31.00,0.12,0.02,39.00,0.15,0.02,104.00,0.40,0.02,87.00,0.33,0.03,144.00,0.55,0.03,92.00,0.35,0.02,22.00,0.08,0.01,3.00,0.01,0.03,130.00,0.50,0.02,102.00,0.39,0.02,26.00,0.10,0.02,3.00,0.01,0.03,38.00,0.15,0.03,31.00,0.12,0.02,87.00,0.33,0.02,105.00,0.40,0.03,141.00,0.54,0.03,89.00,0.34,0.02,28.00,0.11,0.02,3.00,0.01,0.01,139.00,0.53,0.03,96.00,0.37,0.02,25.00,0.10,0.02,1.00,0.00,0.01,144.00,0.55,0.03,103.00,0.40,0.02,14.00,0.05,0.01,0.00,0.00,0.00,153.00,0.59,0.03,88.00,0.34,0.02,19.00,0.07,0.02,1.00,0.00,0.01,141.00,0.54,0.03,97.00,0.37,0.02,22.00,0.08,0.02,1.00,0.00,0.01
No tengo nombramiento,6.00,0.50,0.00,2.00,0.17,0.00,3.00,0.25,0.00,1.00,0.08,0.02,8.00,0.67,0.00,3.00,0.25,0.00,0.00,0.00,0.00,1.00,0.08,0.03,2.00,0.17,0.00,1.00,0.08,0.00,6.00,0.50,0.00,3.00,0.25,0.00,4.00,0.33,0.00,6.00,0.50,0.00,1.00,0.08,0.00,1.00,0.08,0.01,3.00,0.25,0.00,7.00,0.58,0.00,1.00,0.08,0.00,1.00,0.08,0.01,2.00,0.17,0.00,1.00,0.08,0.00,8.00,0.67,0.00,1.00,0.08,0.00,4.00,0.33,0.00,6.00,0.50,0.00,1.00,0.08,0.00,1.00,0.08,0.01,4.00,0.33,0.00,4.00,0.33,0.00,3.00,0.25,0.00,1.00,0.08,0.01,6.00,0.50,0.00,5.00,0.42,0.00,1.00,0.08,0.00,0.00,0.00,0.00,7.00,0.58,0.00,2.00,0.17,0.00,2.00,0.17,0.00,1.00,0.08,0.01,6.00,0.50,0.00,5.00,0.42,0.00,0.00,0.00,0.00,1.00,0.08,0.01
Otro,68.00,0.62,0.01,28.00,0.26,0.01,13.00,0.12,0.01,0.00,0.00,0.00,75.00,0.69,0.01,27.00,0.25,0.01,7.00,0.06,0.01,0.00,0.00,0.00,14.00,0.13,0.01,10.00,0.09,0.01,38.00,0.35,0.01,47.00,0.43,0.01,58.00,0.53,0.01,37.00,0.34,0.01,14.00,0.13,0.01,0.00,0.00,0.00,59.00,0.54,0.01,38.00,0.35,0.01,12.00,0.11,0.01,0.00,0.00,0.00,13.00,0.12,0.01,14.00,0.13,0.01,33.00,0.30,0.01,49.00,0.45,0.01,61.00,0.56,0.01,36.00,0.33,0.01,11.00,0.10,0.01,1.00,0.01,0.01,55.00,0.51,0.01,38.00,0.35,0.01,14.00,0.13,0.01,2.00,0.02,0.01,58.00,0.53,0.01,39.00,0.36,0.01,12.00,0.11,0.01,0.00,0.00,0.00,68.00,0.62,0.01,33.00,0.30,0.01,8.00,0.07,0.01,0.00,0.00,0.00,62.00,0.57,0.01,35.00,0.32,0.01,10.00,0.09,0.01,2.00,0.02,0.02
GENERAL PÚBLICA,5661.00,0.56,0.89,3228.00,0.32,0.89,1195.00,0.12,0.85,58.00,0.01,0.87,6118.00,0.60,0.89,3341.00,0.33,0.89,652.00,0.06,0.84,31.00,0.00,0.86,1390.00,0.14,0.91,1509.00,0.15,0.90,4290.00,0.42,0.89,2953.00,0.29,0.86,4842.00,0.48,0.89,3738.00,0.37,0.89,1473.00,0.15,0.86,89.00,0.01,0.82,4807.00,0.47,0.89,4035.00,0.40,0.89,1208.00,0.12,0.86,92.00,0.01,0.89,1129.00,0.11,0.90,1617.00,0.16,0.90,3865.00,0.38,0.89,3531.00,0.35,0.88,4555.00,0.45,0.89,3910.00,0.39,0.89,1487.00,0.15,0.87,190.00,0.02,0.87,4243.00,0.42,0.88,4312.00,0.43,0.90,1455.00,0.14,0.88,132.00,0.01,0.92,4855.00,0.48,0.88,4254.00,0.42,0.90,967.00,0.10,0.87,66.00,0.01,0.93,5197.00,0.51,0.89,3894.00,0.38,0.89,972.00,0.10,0.85,79.00,0.01,0.95,4957.00,0.49,0.89,3924.00,0.39,0.89,1147.00,0.11,0.88,114.00,0.01,0.93
INDÍGENAS,708.00,0.54,0.11,382.00,0.29,0.11,208.00,0.16,0.15,9.00,0.01,0.13,758.00,0.58,0.11,419.00,0.32,0.11,125.00,0.10,0.16,5.00,0.00,0.14,138.00,0.11,0.09,162.00,0.12,0.10,525.00,0.40,0.11,482.00,0.37,0.14,580.00,0.44,0.11,459.00,0.35,0.11,248.00,0.19,0.14,20.00,0.02,0.18,603.00,0.46,0.11,492.00,0.38,0.11,200.00,0.15,0.14,12.00,0.01,0.12,125.00,0.10,0.10,181.00,0.14,0.10,499.00,0.38,0.11,502.00,0.38,0.12,579.00,0.44,0.11,483.00,0.37,0.11,217.00,0.17,0.13,28.00,0.02,0.13,600.00,0.46,0.12,498.00,0.38,0.10,197.00,0.15,0.12,12.00,0.01,0.08,690.00,0.53,0.12,471.00,0.36,0.10,141.00,0.11,0.13,5.00,0.00,0.07,651.00,0.50,0.11,481.00,0.37,0.11,171.00,0.13,0.15,4.00,0.00,0.05,637.00,0.49,0.11,499.00,0.38,0.11,162.00,0.12,0.12,9.00,0.01,0.07
Total,6369.00,0.56,1.00,3610.00,0.32,1.00,1403.00,0.12,1.00,67.00,0.01,1.00,6876.00,0.60,1.00,3760.00,0.33,1.00,777.00,0.07,1.00,36.00,0.00,1.00,1528.00,0.13,1.00,1671.00,0.15,1.00,4815.00,0.42,1.00,3435.00,0.30,1.00,5422.00,0.47,1.00,4197.00,0.37,1.00,1721.00,0.15,1.00,109.00,0.01,1.00,5410.00,0.47,1.00,4527.00,0.40,1.00,1408.00,0.12,1.00,104.00,0.01,1.00,1254.00,0.11,1.00,1798.00,0.16,1.00,4364.00,0.38,1.00,4033.00,0.35,1.00,5134.00,0.45,1.00,4393.00,0.38,1.00,1704.00,0.15,1.00,218.00,0.02,1.00,4843.00,0.42,1.00,4810.00,0.42,1.00,1652.00,0.14,1.00,144.00,0.01,1.00,5545.00,0.48,1.00,4725.00,0.41,1.00,1108.00,0.10,1.00,71.00,0.01,1.00,5848.00,0.51,1.00,4375.00,0.38,1.00,1143.00,0.10,1.00,83.00,0.01,1.00,5594.00,0.49,1.00,4423.00,0.39,1.00,1309.00,0.11,1.00,123.00,0.01,1.00
