Entidad,B4-A-Siempre-Recuento,B4-A-Siempre-% del N de fila,B4-A-Siempre-% de N columnas,B4-A-Muchas veces-Recuento,B4-A-Muchas veces-% del N de fila,B4-A-Muchas veces-% de N columnas,B4-A-Pocas veces-Recuento,B4-A-Pocas veces-% del N de fila,B4-A-Pocas veces-% de N columnas,B4-A-Nunca-Recuento,B4-A-Nunca-% del N de fila,B4-A-Nunca-% de N columnas,B4-B-Siempre-Recuento,B4-B-Siempre-% del N de fila,B4-B-Siempre-% de N columnas,B4-B-Muchas veces-Recuento,B4-B-Muchas veces-% del N de fila,B4-B-Muchas veces-% de N columnas,B4-B-Pocas veces-Recuento,B4-B-Pocas veces-% del N de fila,B4-B-Pocas veces-% de N columnas,B4-B-Nunca-Recuento,B4-B-Nunca-% del N de fila,B4-B-Nunca-% de N columnas,B4-C-Siempre-Recuento,B4-C-Siempre-% del N de fila,B4-C-Siempre-% de N columnas,B4-C-Muchas veces-Recuento,B4-C-Muchas veces-% del N de fila,B4-C-Muchas veces-% de N columnas,B4-C-Pocas veces-Recuento,B4-C-Pocas veces-% del N de fila,B4-C-Pocas veces-% de N columnas,B4-C-Nunca-Recuento,B4-C-Nunca-% del N de fila,B4-C-Nunca-% de N columnas,B4-D-Siempre-Recuento,B4-D-Siempre-% del N de fila,B4-D-Siempre-% de N columnas,B4-D-Muchas veces-Recuento,B4-D-Muchas veces-% del N de fila,B4-D-Muchas veces-% de N columnas,B4-D-Pocas veces-Recuento,B4-D-Pocas veces-% del N de fila,B4-D-Pocas veces-% de N columnas,B4-D-Nunca-Recuento,B4-D-Nunca-% del N de fila,B4-D-Nunca-% de N columnas,B4-E-Siempre-Recuento,B4-E-Siempre-% del N de fila,B4-E-Siempre-% de N columnas,B4-E-Muchas veces-Recuento,B4-E-Muchas veces-% del N de fila,B4-E-Muchas veces-% de N columnas,B4-E-Pocas veces-Recuento,B4-E-Pocas veces-% del N de fila,B4-E-Pocas veces-% de N columnas,B4-E-Nunca-Recuento,B4-E-Nunca-% del N de fila,B4-E-Nunca-% de N columnas,B4-F-Siempre-Recuento,B4-F-Siempre-% del N de fila,B4-F-Siempre-% de N columnas,B4-F-Muchas veces-Recuento,B4-F-Muchas veces-% del N de fila,B4-F-Muchas veces-% de N columnas,B4-F-Pocas veces-Recuento,B4-F-Pocas veces-% del N de fila,B4-F-Pocas veces-% de N columnas,B4-F-Nunca-Recuento,B4-F-Nunca-% del N de fila,B4-F-Nunca-% de N columnas,B4-G-Siempre-Recuento,B4-G-Siempre-% del N de fila,B4-G-Siempre-% de N columnas,B4-G-Muchas veces-Recuento,B4-G-Muchas veces-% del N de fila,B4-G-Muchas veces-% de N columnas,B4-G-Pocas veces-Recuento,B4-G-Pocas veces-% del N de fila,B4-G-Pocas veces-% de N columnas,B4-G-Nunca-Recuento,B4-G-Nunca-% del N de fila,B4-G-Nunca-% de N columnas,B4-H-Siempre-Recuento,B4-H-Siempre-% del N de fila,B4-H-Siempre-% de N columnas,B4-H-Muchas veces-Recuento,B4-H-Muchas veces-% del N de fila,B4-H-Muchas veces-% de N columnas,B4-H-Pocas veces-Recuento,B4-H-Pocas veces-% del N de fila,B4-H-Pocas veces-% de N columnas,B4-H-Nunca-Recuento,B4-H-Nunca-% del N de fila,B4-H-Nunca-% de N columnas,B4-I-Siempre-Recuento,B4-I-Siempre-% del N de fila,B4-I-Siempre-% de N columnas,B4-I-Muchas veces-Recuento,B4-I-Muchas veces-% del N de fila,B4-I-Muchas veces-% de N columnas,B4-I-Pocas veces-Recuento,B4-I-Pocas veces-% del N de fila,B4-I-Pocas veces-% de N columnas,B4-I-Nunca-Recuento,B4-I-Nunca-% del N de fila,B4-I-Nunca-% de N columnas,B4-J-Siempre-Recuento,B4-J-Siempre-% del N de fila,B4-J-Siempre-% de N columnas,B4-J-Muchas veces-Recuento,B4-J-Muchas veces-% del N de fila,B4-J-Muchas veces-% de N columnas,B4-J-Pocas veces-Recuento,B4-J-Pocas veces-% del N de fila,B4-J-Pocas veces-% de N columnas,B4-J-Nunca-Recuento,B4-J-Nunca-% del N de fila,B4-J-Nunca-% de N columnas,B4-K-Siempre-Recuento,B4-K-Siempre-% del N de fila,B4-K-Siempre-% de N columnas,B4-K-Muchas veces-Recuento,B4-K-Muchas veces-% del N de fila,B4-K-Muchas veces-% de N columnas,B4-K-Pocas veces-Recuento,B4-K-Pocas veces-% del N de fila,B4-K-Pocas veces-% de N columnas,B4-K-Nunca-Recuento,B4-K-Nunca-% del N de fila,B4-K-Nunca-% de N columnas
11 a 20,568.00,0.64,0.23,273.00,0.31,0.19,52.00,0.06,0.18,0.00,0.00,0.00,639.00,0.72,0.22,244.00,0.27,0.19,10.00,0.01,0.11,0.00,0.00,0.00,61.00,0.07,0.22,57.00,0.06,0.16,396.00,0.44,0.21,379.00,0.42,0.22,505.00,0.57,0.22,322.00,0.36,0.20,64.00,0.07,0.16,2.00,0.00,0.14,515.00,0.58,0.23,335.00,0.38,0.20,41.00,0.05,0.14,2.00,0.00,0.22,43.00,0.05,0.20,54.00,0.06,0.17,370.00,0.41,0.22,426.00,0.48,0.21,558.00,0.63,0.23,292.00,0.33,0.19,36.00,0.04,0.16,7.00,0.01,0.27,458.00,0.51,0.24,369.00,0.41,0.19,66.00,0.07,0.17,0.00,0.00,0.00,482.00,0.54,0.23,342.00,0.38,0.20,65.00,0.07,0.17,4.00,0.00,0.21,573.00,0.64,0.23,282.00,0.32,0.18,37.00,0.04,0.17,1.00,0.00,0.14,561.00,0.63,0.23,300.00,0.34,0.19,32.00,0.04,0.16,0.00,0.00,0.00
21 a 30,289.00,0.61,0.12,152.00,0.32,0.11,30.00,0.06,0.10,1.00,0.00,0.20,334.00,0.71,0.12,125.00,0.27,0.10,11.00,0.02,0.12,2.00,0.00,0.33,20.00,0.04,0.07,33.00,0.07,0.09,230.00,0.49,0.12,189.00,0.40,0.11,265.00,0.56,0.12,164.00,0.35,0.10,41.00,0.09,0.10,2.00,0.00,0.14,262.00,0.56,0.12,179.00,0.38,0.11,30.00,0.06,0.11,1.00,0.00,0.11,23.00,0.05,0.10,33.00,0.07,0.10,195.00,0.41,0.11,221.00,0.47,0.11,274.00,0.58,0.11,177.00,0.38,0.12,17.00,0.04,0.08,4.00,0.01,0.15,243.00,0.52,0.13,203.00,0.43,0.11,25.00,0.05,0.07,1.00,0.00,0.06,276.00,0.59,0.13,166.00,0.35,0.10,30.00,0.06,0.08,0.00,0.00,0.00,288.00,0.61,0.12,166.00,0.35,0.11,18.00,0.04,0.08,0.00,0.00,0.00,278.00,0.59,0.11,177.00,0.38,0.11,17.00,0.04,0.08,0.00,0.00,0.00
31 a 40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
41 a 50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mayor o igual a 51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Definitivo o base,1922.00,0.57,0.77,1199.00,0.36,0.83,222.00,0.07,0.76,3.00,0.00,0.60,2230.00,0.67,0.77,1051.00,0.31,0.83,60.00,0.02,0.67,5.00,0.00,0.83,226.00,0.07,0.80,272.00,0.08,0.77,1584.00,0.47,0.84,1264.00,0.38,0.73,1730.00,0.52,0.77,1295.00,0.39,0.82,311.00,0.09,0.78,10.00,0.00,0.71,1766.00,0.53,0.78,1358.00,0.41,0.80,216.00,0.07,0.76,6.00,0.00,0.67,167.00,0.05,0.76,258.00,0.08,0.79,1419.00,0.42,0.83,1502.00,0.45,0.75,1923.00,0.58,0.78,1247.00,0.37,0.82,155.00,0.05,0.70,21.00,0.01,0.81,1439.00,0.43,0.75,1591.00,0.48,0.83,304.00,0.09,0.79,12.00,0.00,0.71,1617.00,0.48,0.75,1399.00,0.42,0.82,314.00,0.09,0.84,16.00,0.01,0.84,1884.00,0.56,0.77,1299.00,0.39,0.83,158.00,0.05,0.74,5.00,0.00,0.71,1891.00,0.57,0.77,1302.00,0.39,0.82,149.00,0.05,0.74,4.00,0.00,1.00
Interino,76.00,0.57,0.03,49.00,0.37,0.03,9.00,0.07,0.03,0.00,0.00,0.00,88.00,0.66,0.03,42.00,0.31,0.03,4.00,0.03,0.05,0.00,0.00,0.00,9.00,0.07,0.03,18.00,0.13,0.05,62.00,0.46,0.03,45.00,0.34,0.03,66.00,0.49,0.03,50.00,0.37,0.03,18.00,0.13,0.05,0.00,0.00,0.00,67.00,0.50,0.03,54.00,0.40,0.03,13.00,0.10,0.05,0.00,0.00,0.00,6.00,0.05,0.03,19.00,0.14,0.06,52.00,0.39,0.03,57.00,0.43,0.03,72.00,0.54,0.03,50.00,0.37,0.03,11.00,0.08,0.05,1.00,0.01,0.04,66.00,0.49,0.03,50.00,0.37,0.03,17.00,0.13,0.04,1.00,0.01,0.06,73.00,0.55,0.03,47.00,0.35,0.03,13.00,0.10,0.04,1.00,0.01,0.05,79.00,0.59,0.03,45.00,0.34,0.03,10.00,0.08,0.05,0.00,0.00,0.00,80.00,0.60,0.03,42.00,0.31,0.03,12.00,0.09,0.06,0.00,0.00,0.00
No tengo nombramiento,314.00,0.68,0.13,108.00,0.23,0.07,37.00,0.08,0.13,2.00,0.00,0.40,346.00,0.75,0.12,102.00,0.22,0.08,12.00,0.03,0.14,1.00,0.00,0.17,30.00,0.07,0.11,31.00,0.07,0.09,141.00,0.31,0.08,259.00,0.56,0.15,276.00,0.60,0.12,149.00,0.32,0.09,33.00,0.07,0.08,3.00,0.01,0.21,251.00,0.54,0.11,181.00,0.39,0.11,27.00,0.06,0.10,2.00,0.00,0.22,30.00,0.07,0.14,25.00,0.05,0.08,143.00,0.31,0.08,263.00,0.57,0.13,289.00,0.63,0.12,139.00,0.30,0.09,30.00,0.07,0.14,3.00,0.01,0.12,264.00,0.57,0.14,165.00,0.36,0.09,30.00,0.07,0.08,2.00,0.00,0.12,279.00,0.61,0.13,161.00,0.35,0.09,19.00,0.04,0.05,2.00,0.00,0.11,295.00,0.64,0.12,143.00,0.31,0.09,22.00,0.05,0.10,1.00,0.00,0.14,298.00,0.65,0.12,145.00,0.32,0.09,18.00,0.04,0.09,0.00,0.00,0.00
Otro,190.00,0.61,0.08,97.00,0.31,0.07,24.00,0.08,0.08,0.00,0.00,0.00,221.00,0.71,0.08,77.00,0.25,0.06,13.00,0.04,0.15,0.00,0.00,0.00,17.00,0.06,0.06,34.00,0.11,0.10,98.00,0.32,0.05,162.00,0.52,0.09,186.00,0.60,0.08,88.00,0.28,0.06,36.00,0.12,0.09,1.00,0.00,0.07,169.00,0.54,0.08,113.00,0.36,0.07,28.00,0.09,0.10,1.00,0.00,0.11,18.00,0.06,0.08,26.00,0.08,0.08,96.00,0.31,0.06,171.00,0.55,0.09,193.00,0.62,0.08,92.00,0.30,0.06,25.00,0.08,0.11,1.00,0.00,0.04,154.00,0.50,0.08,120.00,0.39,0.06,35.00,0.11,0.09,2.00,0.01,0.12,175.00,0.56,0.08,106.00,0.34,0.06,30.00,0.10,0.08,0.00,0.00,0.00,197.00,0.63,0.08,88.00,0.28,0.06,25.00,0.08,0.12,1.00,0.00,0.14,195.00,0.63,0.08,93.00,0.30,0.06,23.00,0.07,0.11,0.00,0.00,0.00
GENERAL PÚBLICA,1640.00,0.59,0.66,951.00,0.34,0.66,183.00,0.07,0.63,5.00,0.00,1.00,1890.00,0.68,0.66,822.00,0.30,0.65,61.00,0.02,0.69,6.00,0.00,1.00,173.00,0.06,0.61,234.00,0.08,0.66,1209.00,0.44,0.64,1163.00,0.42,0.67,1492.00,0.54,0.66,1019.00,0.37,0.64,258.00,0.09,0.65,10.00,0.00,0.71,1484.00,0.53,0.66,1114.00,0.40,0.65,177.00,0.06,0.62,4.00,0.00,0.44,138.00,0.05,0.62,205.00,0.07,0.63,1119.00,0.40,0.65,1317.00,0.47,0.66,1643.00,0.59,0.66,976.00,0.35,0.64,144.00,0.05,0.65,16.00,0.01,0.62,1228.00,0.44,0.64,1279.00,0.46,0.66,261.00,0.09,0.68,11.00,0.00,0.65,1370.00,0.49,0.64,1139.00,0.41,0.67,254.00,0.09,0.68,16.00,0.01,0.84,1616.00,0.58,0.66,1024.00,0.37,0.65,134.00,0.05,0.62,5.00,0.00,0.71,1603.00,0.58,0.65,1042.00,0.38,0.66,131.00,0.05,0.65,3.00,0.00,0.75
INDÍGENAS,216.00,0.59,0.09,108.00,0.29,0.07,45.00,0.12,0.15,0.00,0.00,0.00,255.00,0.69,0.09,102.00,0.28,0.08,12.00,0.03,0.14,0.00,0.00,0.00,23.00,0.06,0.08,20.00,0.05,0.06,135.00,0.37,0.07,191.00,0.52,0.11,197.00,0.53,0.09,133.00,0.36,0.08,37.00,0.10,0.09,2.00,0.01,0.14,190.00,0.52,0.08,144.00,0.39,0.08,30.00,0.08,0.11,5.00,0.01,0.56,28.00,0.08,0.13,24.00,0.07,0.07,123.00,0.33,0.07,194.00,0.53,0.10,232.00,0.63,0.09,106.00,0.29,0.07,28.00,0.08,0.13,3.00,0.01,0.12,195.00,0.53,0.10,144.00,0.39,0.08,28.00,0.08,0.07,2.00,0.01,0.12,228.00,0.62,0.11,116.00,0.31,0.07,25.00,0.07,0.07,0.00,0.00,0.00,222.00,0.60,0.09,122.00,0.33,0.08,25.00,0.07,0.12,0.00,0.00,0.00,237.00,0.64,0.10,106.00,0.29,0.07,26.00,0.07,0.13,0.00,0.00,0.00
TÉCNICA,295.00,0.53,0.12,229.00,0.41,0.16,37.00,0.07,0.13,0.00,0.00,0.00,359.00,0.64,0.12,195.00,0.35,0.15,7.00,0.01,0.08,0.00,0.00,0.00,50.00,0.09,0.18,61.00,0.11,0.17,327.00,0.58,0.17,123.00,0.22,0.07,259.00,0.46,0.12,245.00,0.44,0.16,56.00,0.10,0.14,1.00,0.00,0.07,268.00,0.48,0.12,246.00,0.44,0.14,47.00,0.08,0.17,0.00,0.00,0.00,25.00,0.05,0.11,62.00,0.11,0.19,272.00,0.49,0.16,202.00,0.36,0.10,271.00,0.48,0.11,256.00,0.46,0.17,29.00,0.05,0.13,5.00,0.01,0.19,227.00,0.41,0.12,285.00,0.51,0.15,46.00,0.08,0.12,3.00,0.01,0.18,256.00,0.46,0.12,247.00,0.44,0.14,55.00,0.10,0.15,3.00,0.01,0.16,281.00,0.50,0.11,246.00,0.44,0.16,33.00,0.06,0.15,1.00,0.00,0.14,289.00,0.52,0.12,246.00,0.44,0.16,25.00,0.05,0.12,1.00,0.00,0.25
TELESECUNDARIA,351.00,0.65,0.14,165.00,0.30,0.11,27.00,0.05,0.09,0.00,0.00,0.00,381.00,0.70,0.13,153.00,0.28,0.12,9.00,0.02,0.10,0.00,0.00,0.00,36.00,0.07,0.13,40.00,0.07,0.11,214.00,0.39,0.11,253.00,0.47,0.15,310.00,0.57,0.14,185.00,0.34,0.12,47.00,0.09,0.12,1.00,0.00,0.07,311.00,0.57,0.14,202.00,0.37,0.12,30.00,0.06,0.11,0.00,0.00,0.00,30.00,0.06,0.14,37.00,0.07,0.11,196.00,0.36,0.12,280.00,0.52,0.14,331.00,0.61,0.13,190.00,0.35,0.12,20.00,0.04,0.09,2.00,0.00,0.08,273.00,0.50,0.14,218.00,0.40,0.11,51.00,0.09,0.13,1.00,0.00,0.06,290.00,0.53,0.14,211.00,0.39,0.12,42.00,0.08,0.11,0.00,0.00,0.00,336.00,0.62,0.14,183.00,0.34,0.12,23.00,0.04,0.11,1.00,0.00,0.14,335.00,0.62,0.14,188.00,0.35,0.12,20.00,0.04,0.10,0.00,0.00,0.00
Total,2502.00,0.59,1.00,1453.00,0.34,1.00,292.00,0.07,1.00,5.00,0.00,1.00,2885.00,0.68,1.00,1272.00,0.30,1.00,89.00,0.02,1.00,6.00,0.00,1.00,282.00,0.07,1.00,355.00,0.08,1.00,1885.00,0.44,1.00,1730.00,0.41,1.00,2258.00,0.53,1.00,1582.00,0.37,1.00,398.00,0.09,1.00,14.00,0.00,1.00,2253.00,0.53,1.00,1706.00,0.40,1.00,284.00,0.07,1.00,9.00,0.00,1.00,221.00,0.05,1.00,328.00,0.08,1.00,1710.00,0.40,1.00,1993.00,0.47,1.00,2477.00,0.58,1.00,1528.00,0.36,1.00,221.00,0.05,1.00,26.00,0.01,1.00,1923.00,0.45,1.00,1926.00,0.45,1.00,386.00,0.09,1.00,17.00,0.00,1.00,2144.00,0.50,1.00,1713.00,0.40,1.00,376.00,0.09,1.00,19.00,0.00,1.00,2455.00,0.58,1.00,1575.00,0.37,1.00,215.00,0.05,1.00,7.00,0.00,1.00,2464.00,0.58,1.00,1582.00,0.37,1.00,202.00,0.05,1.00,4.00,0.00,1.00
