Entidad,B5-A-Muy adecuado-Recuento,B5-A-Muy adecuado-% del N de fila,B5-A-Muy adecuado-% de N columnas,B5-A-Adecuado-Recuento,B5-A-Adecuado-% del N de fila,B5-A-Adecuado-% de N columnas,B5-A-Poco adecuado-Recuento,B5-A-Poco adecuado-% del N de fila,B5-A-Poco adecuado-% de N columnas,B5-A-Nada adecuado-Recuento,B5-A-Nada adecuado-% del N de fila,B5-A-Nada adecuado-% de N columnas,B5-B-Muy adecuado-Recuento,B5-B-Muy adecuado-% del N de fila,B5-B-Muy adecuado-% de N columnas,B5-B-Adecuado-Recuento,B5-B-Adecuado-% del N de fila,B5-B-Adecuado-% de N columnas,B5-B-Poco adecuado-Recuento,B5-B-Poco adecuado-% del N de fila,B5-B-Poco adecuado-% de N columnas,B5-B-Nada adecuado-Recuento,B5-B-Nada adecuado-% del N de fila,B5-B-Nada adecuado-% de N columnas,B5-C-Muy adecuado-Recuento,B5-C-Muy adecuado-% del N de fila,B5-C-Muy adecuado-% de N columnas,B5-C-Adecuado-Recuento,B5-C-Adecuado-% del N de fila,B5-C-Adecuado-% de N columnas,B5-C-Poco adecuado-Recuento,B5-C-Poco adecuado-% del N de fila,B5-C-Poco adecuado-% de N columnas,B5-C-Nada adecuado-Recuento,B5-C-Nada adecuado-% del N de fila,B5-C-Nada adecuado-% de N columnas,B5-D-Muy adecuado-Recuento,B5-D-Muy adecuado-% del N de fila,B5-D-Muy adecuado-% de N columnas,B5-D-Adecuado-Recuento,B5-D-Adecuado-% del N de fila,B5-D-Adecuado-% de N columnas,B5-D-Poco adecuado-Recuento,B5-D-Poco adecuado-% del N de fila,B5-D-Poco adecuado-% de N columnas,B5-D-Nada adecuado-Recuento,B5-D-Nada adecuado-% del N de fila,B5-D-Nada adecuado-% de N columnas,B5-E-Muy adecuado-Recuento,B5-E-Muy adecuado-% del N de fila,B5-E-Muy adecuado-% de N columnas,B5-E-Adecuado-Recuento,B5-E-Adecuado-% del N de fila,B5-E-Adecuado-% de N columnas,B5-E-Poco adecuado-Recuento,B5-E-Poco adecuado-% del N de fila,B5-E-Poco adecuado-% de N columnas,B5-E-Nada adecuado-Recuento,B5-E-Nada adecuado-% del N de fila,B5-E-Nada adecuado-% de N columnas,B5-F-Muy adecuado-Recuento,B5-F-Muy adecuado-% del N de fila,B5-F-Muy adecuado-% de N columnas,B5-F-Adecuado-Recuento,B5-F-Adecuado-% del N de fila,B5-F-Adecuado-% de N columnas,B5-F-Poco adecuado-Recuento,B5-F-Poco adecuado-% del N de fila,B5-F-Poco adecuado-% de N columnas,B5-F-Nada adecuado-Recuento,B5-F-Nada adecuado-% del N de fila,B5-F-Nada adecuado-% de N columnas,B5-G-Muy adecuado-Recuento,B5-G-Muy adecuado-% del N de fila,B5-G-Muy adecuado-% de N columnas,B5-G-Adecuado-Recuento,B5-G-Adecuado-% del N de fila,B5-G-Adecuado-% de N columnas,B5-G-Poco adecuado-Recuento,B5-G-Poco adecuado-% del N de fila,B5-G-Poco adecuado-% de N columnas,B5-G-Nada adecuado-Recuento,B5-G-Nada adecuado-% del N de fila,B5-G-Nada adecuado-% de N columnas,B5-H-Muy adecuado-Recuento,B5-H-Muy adecuado-% del N de fila,B5-H-Muy adecuado-% de N columnas,B5-H-Adecuado-Recuento,B5-H-Adecuado-% del N de fila,B5-H-Adecuado-% de N columnas,B5-H-Poco adecuado-Recuento,B5-H-Poco adecuado-% del N de fila,B5-H-Poco adecuado-% de N columnas,B5-H-Nada adecuado-Recuento,B5-H-Nada adecuado-% del N de fila,B5-H-Nada adecuado-% de N columnas
Mayor o igual a 51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Definitivo o base,9285.00,0.34,0.93,16120.00,0.58,0.94,2133.00,0.08,0.95,141.00,0.01,0.94,9121.00,0.33,0.93,16475.00,0.60,0.94,1934.00,0.07,0.95,148.00,0.01,0.95,9980.00,0.36,0.93,14010.00,0.51,0.94,3062.00,0.11,0.96,627.00,0.02,0.97,11171.00,0.40,0.93,14547.00,0.53,0.95,1776.00,0.06,0.96,184.00,0.01,0.96,10803.00,0.39,0.93,14204.00,0.51,0.94,2288.00,0.08,0.96,383.00,0.01,0.96,10927.00,0.40,0.93,14423.00,0.52,0.94,1991.00,0.07,0.95,337.00,0.01,0.94,10302.00,0.37,0.93,15195.00,0.55,0.94,1969.00,0.07,0.96,212.00,0.01,0.95,8976.00,0.32,0.93,15573.00,0.56,0.94,2759.00,0.10,0.96,369.00,0.01,0.97
Interino,412.00,0.40,0.04,547.00,0.54,0.03,55.00,0.05,0.03,6.00,0.01,0.04,390.00,0.38,0.04,571.00,0.56,0.03,55.00,0.05,0.03,4.00,0.00,0.03,450.00,0.44,0.04,488.00,0.48,0.03,70.00,0.07,0.02,12.00,0.01,0.02,497.00,0.49,0.04,477.00,0.47,0.03,41.00,0.04,0.02,5.00,0.01,0.03,494.00,0.48,0.04,470.00,0.46,0.03,46.00,0.05,0.02,10.00,0.01,0.03,473.00,0.46,0.04,483.00,0.47,0.03,52.00,0.05,0.03,12.00,0.01,0.03,453.00,0.44,0.04,520.00,0.51,0.03,41.00,0.04,0.02,6.00,0.01,0.03,402.00,0.39,0.04,544.00,0.53,0.03,67.00,0.07,0.02,7.00,0.01,0.02
Tiempo fijo,188.00,0.42,0.02,235.00,0.52,0.01,25.00,0.06,0.01,2.00,0.00,0.01,192.00,0.43,0.02,234.00,0.52,0.01,23.00,0.05,0.01,1.00,0.00,0.01,212.00,0.47,0.02,208.00,0.46,0.01,25.00,0.06,0.01,5.00,0.01,0.01,224.00,0.50,0.02,204.00,0.45,0.01,21.00,0.05,0.01,1.00,0.00,0.01,226.00,0.50,0.02,207.00,0.46,0.01,15.00,0.03,0.01,2.00,0.00,0.01,221.00,0.49,0.02,203.00,0.45,0.01,21.00,0.05,0.01,5.00,0.01,0.01,218.00,0.48,0.02,211.00,0.47,0.01,20.00,0.04,0.01,1.00,0.00,0.00,192.00,0.43,0.02,230.00,0.51,0.01,27.00,0.06,0.01,1.00,0.00,0.00
No tengo nombramiento,10.00,0.20,0.00,39.00,0.77,0.00,2.00,0.04,0.00,0.00,0.00,0.00,11.00,0.22,0.00,34.00,0.67,0.00,6.00,0.12,0.00,0.00,0.00,0.00,17.00,0.33,0.00,28.00,0.55,0.00,3.00,0.06,0.00,3.00,0.06,0.01,20.00,0.39,0.00,26.00,0.51,0.00,4.00,0.08,0.00,1.00,0.02,0.01,19.00,0.37,0.00,28.00,0.55,0.00,3.00,0.06,0.00,1.00,0.02,0.00,15.00,0.29,0.00,31.00,0.61,0.00,4.00,0.08,0.00,1.00,0.02,0.00,19.00,0.37,0.00,30.00,0.59,0.00,2.00,0.04,0.00,0.00,0.00,0.00,15.00,0.29,0.00,30.00,0.59,0.00,6.00,0.12,0.00,0.00,0.00,0.00
Otro,115.00,0.38,0.01,163.00,0.54,0.01,21.00,0.07,0.01,1.00,0.00,0.01,113.00,0.38,0.01,165.00,0.55,0.01,19.00,0.06,0.01,3.00,0.01,0.02,116.00,0.39,0.01,147.00,0.49,0.01,35.00,0.12,0.01,2.00,0.01,0.00,137.00,0.46,0.01,145.00,0.48,0.01,18.00,0.06,0.01,0.00,0.00,0.00,128.00,0.43,0.01,142.00,0.47,0.01,28.00,0.09,0.01,2.00,0.01,0.01,127.00,0.42,0.01,141.00,0.47,0.01,30.00,0.10,0.01,2.00,0.01,0.01,116.00,0.39,0.01,160.00,0.53,0.01,20.00,0.07,0.01,4.00,0.01,0.02,109.00,0.36,0.01,156.00,0.52,0.01,31.00,0.10,0.01,4.00,0.01,0.01
GENERAL PÚBLICA,4716.00,0.33,0.47,8358.00,0.59,0.49,1104.00,0.08,0.49,82.00,0.01,0.55,4635.00,0.33,0.47,8545.00,0.60,0.49,998.00,0.07,0.49,82.00,0.01,0.53,5139.00,0.36,0.48,7287.00,0.51,0.49,1535.00,0.11,0.48,299.00,0.02,0.46,5653.00,0.40,0.47,7557.00,0.53,0.49,952.00,0.07,0.51,98.00,0.01,0.51,5515.00,0.39,0.47,7378.00,0.52,0.49,1174.00,0.08,0.49,193.00,0.01,0.49,5485.00,0.39,0.47,7504.00,0.53,0.49,1100.00,0.08,0.52,170.00,0.01,0.48,5207.00,0.37,0.47,7924.00,0.56,0.49,1017.00,0.07,0.50,112.00,0.01,0.50,4569.00,0.32,0.47,8071.00,0.57,0.49,1432.00,0.10,0.50,187.00,0.01,0.49
TÉCNICA,4156.00,0.34,0.42,7168.00,0.58,0.42,958.00,0.08,0.43,60.00,0.01,0.40,4075.00,0.33,0.42,7318.00,0.59,0.42,882.00,0.07,0.43,67.00,0.01,0.43,4458.00,0.36,0.41,6235.00,0.51,0.42,1370.00,0.11,0.43,279.00,0.02,0.43,5028.00,0.41,0.42,6450.00,0.52,0.42,784.00,0.06,0.42,79.00,0.01,0.41,4847.00,0.39,0.42,6303.00,0.51,0.42,1019.00,0.08,0.43,172.00,0.01,0.43,4873.00,0.40,0.41,6458.00,0.52,0.42,849.00,0.07,0.41,162.00,0.01,0.45,4622.00,0.38,0.42,6733.00,0.55,0.42,890.00,0.07,0.43,96.00,0.01,0.43,4006.00,0.33,0.41,6924.00,0.56,0.42,1251.00,0.10,0.43,160.00,0.01,0.42
TELESECUNDARIA,1139.00,0.39,0.11,1579.00,0.54,0.09,174.00,0.06,0.08,8.00,0.00,0.05,1117.00,0.39,0.11,1618.00,0.56,0.09,157.00,0.05,0.08,7.00,0.00,0.05,1178.00,0.41,0.11,1361.00,0.47,0.09,290.00,0.10,0.09,71.00,0.02,0.11,1368.00,0.47,0.11,1393.00,0.48,0.09,125.00,0.04,0.07,14.00,0.01,0.07,1308.00,0.45,0.11,1372.00,0.47,0.09,187.00,0.06,0.08,33.00,0.01,0.08,1406.00,0.49,0.12,1320.00,0.46,0.09,149.00,0.05,0.07,25.00,0.01,0.07,1279.00,0.44,0.12,1461.00,0.50,0.09,145.00,0.05,0.07,15.00,0.01,0.07,1119.00,0.39,0.12,1538.00,0.53,0.09,209.00,0.07,0.07,34.00,0.01,0.09
Total,10011.00,0.34,1.00,17105.00,0.58,1.00,2236.00,0.08,1.00,150.00,0.01,1.00,9827.00,0.33,1.00,17481.00,0.59,1.00,2037.00,0.07,1.00,156.00,0.01,1.00,10775.00,0.37,1.00,14883.00,0.50,1.00,3195.00,0.11,1.00,649.00,0.02,1.00,12049.00,0.41,1.00,15400.00,0.52,1.00,1861.00,0.06,1.00,191.00,0.01,1.00,11670.00,0.40,1.00,15053.00,0.51,1.00,2380.00,0.08,1.00,398.00,0.01,1.00,11764.00,0.40,1.00,15282.00,0.52,1.00,2098.00,0.07,1.00,357.00,0.01,1.00,11108.00,0.38,1.00,16118.00,0.55,1.00,2052.00,0.07,1.00,223.00,0.01,1.00,9694.00,0.33,1.00,16533.00,0.56,1.00,2892.00,0.10,1.00,381.00,0.01,1.00
